NUM,Date,Site,Plot,W_N,CentralSpecies,CommonName,ScientificName,SpeciesCode,GrowthHabit,WeedList,Tier_1,Tier_2,Tier_3,Tier_4,Epiphyte,PercentCover,Status,Presence,Notes
723,28/04/2023,Salford,1,W,Ligustrum lucidum,Herb robert,Geranium robertianum,GERrob,Forb,0,15,0,0,0,0,N/A,1,1,
728,28/04/2023,Salford,1,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,73,0,0,0,0,N/A,1,1,
764,28/04/2023,Salford,3,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,1,0,0,0,0,N/A,1,1,
784,28/04/2023,Salford,4,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,1,0,0,0,0,N/A,1,1,
851,2/05/2023,Salford,8,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,4,0,0,0,0,N/A,1,1,
893,4/05/2023,Salford,11,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,,,,,,10,1,1,10 % ground cover
903,12/05/2023,Silvana,1,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,3,0,0,0,0,N/A,1,1,
1096,16/07/2024,Netball,11,W,Paraserianthes lophantha,Herb robert,Geranium robertianum,GERrob,Forb,0,12,0,0,0,0,N/A,1,1,
1102,16/07/2024,Netball,11,N,Native,Herb robert,Geranium robertianum,GERrob,Forb,0,,,,,,25,1,1,25 % cover
1112,16/07/2024,Netball,12,W,Paraserianthes lophantha,Herb robert,Geranium robertianum,GERrob,Forb,0,,,,,,5,1,1,5%
922,12/05/2023,Silvana,2,N,Native,toatoa,Haloragis erecta,HALere,Shrub,0,6,2,0,0,0,N/A,0,1,
64,7/02/2023,Bacon,1,W,Solanum mauritianum,English Ivy,Hedera helix,HEDhel,Vine,1,3,0,0,0,0,N/A,1,1,
100,7/02/2023,Bacon,4,W,Paraserianthes lophantha,English Ivy,Hedera helix,HEDhel,Vine,1,1,0,0,0,0,N/A,1,1,
138,8/02/2023,Yates,2,W,Paraserianthes lophantha,English Ivy,Hedera helix,HEDhel,Vine,1,,,,,,7,1,1,7 % ground cover
162,8/02/2023,Yates,3,N,Native,English Ivy,Hedera helix,HEDhel,Vine,1,1,0,0,0,0,N/A,1,1,
276,13/03/2023,Spence,1,N,Native,English Ivy,Hedera helix,HEDhel,Vine,1,1,0,0,0,0,N/A,1,1,
633,14/04/2023,Cain,1,W,Ligustrum lucidum,English Ivy,Hedera helix,HEDhel,Vine,1,0,0,0,0,1,N/A,1,1,
666,14/04/2023,Cain,2,N,Native,English Ivy,Hedera helix,HEDhel,Vine,1,2,0,0,0,0,N/A,1,1,
714,19/04/2023,Burns,2,N,Native,English Ivy,Hedera helix,HEDhel,Vine,1,2,0,0,0,0,N/A,1,1,
70,7/02/2023,Bacon,1,N,Native,Pigeon Wood,Hedycarya arborea,HEDarb,Tree,0,1,1,1,1,1,N/A,0,1,
1137,22/08/2024,Seddon,2,W,Paraserianthes lophantha,Pigeonwood,Hedycarya arborea,HEDarb,Tree,0,1,1,1,1,0,N/A,0,1,
21,11/01/2023,Jensen,1,W,Solanum mauritianum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,1,1,0,0,0,N/A,1,1,
34,11/01/2023,Jensen,2,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,1,1,0,0,0,N/A,1,1,
48,26/01/2023,Felicity,1,W,Ligustrum lucidum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,32,12,2,0,0,N/A,1,1,
55,26/01/2023,Felicity,1,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,17,10,3,0,0,N/A,1,1,
66,7/02/2023,Bacon,1,W,Solanum mauritianum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,1,1,0,0,0,N/A,1,1,
127,8/02/2023,Yates,1,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,4,3,2,0,0,N/A,1,1,
139,8/02/2023,Yates,2,W,Paraserianthes lophantha,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,6,6,5,0,0,N/A,1,1,
151,8/02/2023,Yates,3,W,Ligustrum lucidum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,1,1,1,0,0,N/A,1,1,
406,20/03/2023,Winter,2,W,Solanum mauritianum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,4,2,0,0,0,N/A,1,1,
424,20/03/2023,Winter,2,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,1,1,0,0,0,N/A,1,1,
456,21/03/2023,Nataly,1,W,Solanum mauritianum,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,5,3,2,0,0,N/A,1,1,
462,21/03/2023,Nataly,1,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,17,7,2,0,0,N/A,1,1,
476,21/03/2023,Nataly,2,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,10,10,5,0,0,N/A,1,1,
479,21/03/2023,Nataly,2,W,Paraserianthes lophantha,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,5,5,5,2,0,N/A,1,1,
489,21/03/2023,Nataly,3,W,Paraserianthes lophantha,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,3,3,2,2,0,N/A,1,1,
501,21/03/2023,Nataly,3,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,53,35,0,0,0,N/A,1,1,
708,19/04/2023,Burns,2,N,Native,Kahili Ginger,Hedychium gardnerianum,HEDgar,Forb,1,4,1,1,1,0,N/A,1,1,
232,23/02/2023,Ambury,1,W,Solanum mauritianum,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,1,0,0,0,0,N/A,1,1,
238,23/02/2023,Ambury,1,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,1,1,0,0,0,N/A,1,1,
359,17/03/2023,Ambury,5,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,9,0,0,0,0,N/A,1,1,
495,21/03/2023,Nataly,3,W,Paraserianthes lophantha,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,0,0,0,0,N/A,1,1,
499,21/03/2023,Nataly,3,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,4,1,0,0,0,N/A,1,1,
514,24/03/2023,Sancta,1,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,2,0,0,0,N/A,1,1,
720,28/04/2023,Salford,1,W,Ligustrum lucidum,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,1,0,0,0,N/A,1,1,
732,28/04/2023,Salford,1,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,0,0,0,0,N/A,1,1,
822,  02/05/2023,Salford,7,W,Ligustrum lucidum,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,9,4,1,1,0,N/A,1,1,
945,2/01/2024,England,1,W,Paraserianthes lophantha,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,1,0,0,0,N/A,1,1,
949,2/01/2024,England,1,N,Native,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,12,3,1,0,0,N/A,1,1,
1049,14/02/2024,Netball,6,W,Paraserianthes lophantha,Bristly Oxtongue,Helmintotheca erichoides,N/A,Forb,0,2,2,1,0,0,N/A,1,1,
443,20/03/2023,Winter,4,W,Solanum mauritianum,Lacebark,Hoheria populnea,HOHpop,Tree,0,1,1,0,0,0,N/A,0,1,
684,19/04/2023,Burns,1,W,Ligustrum lucidum,Lacebark,Hoheria populnea,HOHpop,Tree,0,5,1,0,0,0,N/A,0,1,
692,19/04/2023,Burns,1,N,Native,Lacebark,Hoheria populnea,HOHpop,Tree,0,9,4,2,0,0,N/A,0,1,
696,19/04/2023,Burns,2,W,Ligustrum lucidum,Lacebark,Hoheria populnea,HOHpop,Tree,0,5,3,0,0,0,N/A,0,1,
706,19/04/2023,Burns,2,N,Native,Lacebark,Hoheria populnea,HOHpop,Tree,0,8,2,1,0,0,N/A,0,1,
1145,22/08/2024,Seddon,2,N,Native,Lacebark,Hoheria populnea,HOHpop,Tree,0,4,4,4,1,0,N/A,0,1,
79,7/02/2023,Bacon,2,W,Paraserianthes lophantha,Queensland Poplar,Homalanthus populifolius,HOMpop,Tree,1,1,1,0,0,0,N/A,1,1,
668,14/04/2023,Cain,2,N,Native,Queensland Poplar,Homalanthus populifolius,HOMpop,Tree,1,3,3,1,0,0,N/A,1,1,
122,8/02/2023,Yates,1,W,Ligustrum lucidum,Marsh Pennywort,Hydrocotyle bowlesioides,HYDbow,Forb,0,1,1,0,0,0,N/A,1,1,
223,10/02/2023,Todd,6,N,Native,Catsear,Hypochaeris radicata,HYPrad,Forb,0,1,1,1,0,0,N/A,1,1,
796,28/04/2023,Salford,4,N,Native,Catsear,Hypochaeris radicata,HYPrad,Forb,0,5,0,0,0,0,N/A,1,1,
824,  02/05/2023,Salford,7,W,Ligustrum lucidum,Catsear,Hypochaeris radicata,HYPrad,Forb,0,9,1,0,0,0,N/A,1,1,
833,2/05/2023,Salford,8,W,Ligustrum lucidum,Catsear,Hypochaeris radicata,HYPrad,Forb,0,15,3,0,0,0,N/A,1,1,
848,2/05/2023,Salford,8,N,Native,Catsear,Hypochaeris radicata,HYPrad,Forb,0,5,0,0,0,0,N/A,1,1,
857,4/05/2023,Salford,9,W,Ligustrum lucidum,Catsear,Hypochaeris radicata,HYPrad,Forb,0,2,1,0,0,0,N/A,1,1,
890,4/05/2023,Salford,11,N,Native,Catsear,Hypochaeris radicata,HYPrad,Forb,0,1,0,0,0,0,N/A,1,1,
932,12/05/2023,Silvana,3,W,Ligustrum lucidum,Catsear,Hypochaeris radicata,HYPrad,Forb,0,1,0,0,0,0,N/A,1,1,
955,2/01/2024,England,1,N,Native,Catsear,Hypochaeris radicata,HYPrad,Forb,0,3,0,0,0,0,N/A,1,1,
262,13/03/2023,Spence,1,W,Ligustrum lucidum,Shrub Balsam,Impatiens sodenii,IMPsod,Shrub,1,1,1,0,0,0,N/A,1,1,
269,13/03/2023,Spence,1,N,Native,Shrub Balsam,Impatiens sodenii,IMPsod,Shrub,1,1,1,1,1,0,N/A,1,1,
404,20/03/2023,Winter,2,W,Solanum mauritianum,Shrub Balsam,Impatiens sodenii,IMPsod,Shrub,1,4,4,2,0,0,N/A,1,1,Some of these are from a few fallen balsam that cover much of the plot >50%
423,20/03/2023,Winter,2,N,Native,Shrub Balsam,Impatiens sodenii,IMPsod,Shrub,1,1,1,1,0,0,N/A,1,1,
40,11/01/2023,Jensen,2,N,Native,Blue Morning Glory,Ipomoea indica,IPOind,Vine,1,1,1,0,0,0,N/A,1,1,
45,11/01/2023,Jensen,2,W,Paraserianthes lophantha,Blue Morning Glory,Ipomoea indica,IPOind,Vine,1,24,13,1,0,0,N/A,1,1,
294,15/03/2023,Eirian,1,N,Native,Bloodleaf,Iresine diffusa herbstii,N/A,Forb,0,1,1,0,0,0,N/A,1,1,
39,11/01/2023,Jensen,2,N,Native,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,1,0,0,0,0,N/A,1,1,
53,26/01/2023,Felicity,1,W,Ligustrum lucidum,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,3,2,0,0,0,N/A,1,1,
57,26/01/2023,Felicity,1,N,Native,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,2,2,0,0,0,N/A,1,1,
140,8/02/2023,Yates,2,W,Paraserianthes lophantha,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,,,,,,5,1,1,5 % ground cover
144,8/02/2023,Yates,2,N,Native,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,,,,,,5,1,1,5 % ground cover
149,8/02/2023,Yates,3,W,Ligustrum lucidum,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,,,,,,10,1,1,10 % Ground Cover
164,8/02/2023,Yates,3,N,Native,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,,,,,,5,1,1,5 % ground cover
314,15/03/2023,Eirian,2,W,Ligustrum lucidum,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,6,6,4,0,0,N/A,1,1,
465,21/03/2023,Nataly,1,N,Native,Pink Jasmine,Jasminum polyanthum,JASpol,Vine,1,13,10,3,0,0,N/A,1,1,
13,6/01/2023,Reid,2,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
90,7/02/2023,Bacon,3,W,Paraserianthes lophantha,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,1,N/A,0,1,
577,29/03/2023,Sancta,6,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
596,29/03/2023,Sancta,8,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,2,2,2,2,0,N/A,0,1,
610,29/03/2023,Sancta,10,W,Solanum mauritianum,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
625,29/03/2023,Sancta,12,W,Solanum mauritianum,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
694,19/04/2023,Burns,1,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
734,28/04/2023,Salford,1,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,0,0,0,0,N/A,0,1,
878,4/05/2023,Salford,10,N,Native,kānuka,Kunzea ericoides,KUNeri,Tree,0,1,1,1,1,0,N/A,0,1,
777,28/04/2023,Salford,4,W,Ligustrum lucidum,Bitter Lettuce,Lactuca virosa,LACvir,Forb,0,1,0,0,0,0,N/A,1,1,
794,28/04/2023,Salford,4,N,Native,Bitter Lettuce,Lactuca virosa,LACvir,Forb,0,1,0,0,0,0,N/A,1,1,
507,21/03/2023,Nataly,3,N,Native,Nipplewort,Lapsana communis,LAPcom,Forb,0,25,0,0,0,0,N/A,1,1,
547,24/03/2023,Sancta,3,W,Solanum mauritianum,Nipplewort,Lapsana communis,LAPcom,Forb,0,1,0,0,0,0,N/A,1,1,
855,2/05/2023,Salford,8,N,Native,Nipplewort,Lapsana communis,LAPcom,Forb,0,3,0,0,0,0,N/A,1,1,
856,4/05/2023,Salford,9,W,Ligustrum lucidum,Nipplewort,Lapsana communis,LAPcom,Forb,0,19,0,0,0,0,N/A,1,1,
886,4/05/2023,Salford,11,N,Native,Nipplewort,Lapsana communis,LAPcom,Forb,0,,,,,,8,1,1,8 % ground cover
1175,5/11/2024,Seddon,7,N,Native,Nipplewort,Lapsana communis,LAPcom,Forb,0,6,2,0,0,0,N/A,1,1,
1179,5/11/2024,Seddon,7,W,Ligustrum lucidum,Nipplewort,Lapsana communis,LAPcom,Forb,0,7,0,0,0,0,N/A,1,1,
506,21/03/2023,Nataly,3,N,Native,Hound's tongue fern,Lecanopteris pustulata,LECpus,Fern,0,3,1,0,0,0,N/A,1,1,
174,10/02/2023,Todd,1,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,3,3,3,2,0,N/A,0,1,
225,10/02/2023,Todd,6,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,2,2,1,0,0,N/A,0,1,
243,23/02/2023,Ambury,2,W,Solanum mauritianum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,2,2,2,2,0,N/A,0,1,Both dead
285,15/03/2023,Eirian,1,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,0,0,N/A,0,1,
342,17/03/2023,Ambury,4,W,Solanum mauritianum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
376,17/03/2023,Ambury,7,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
380,17/03/2023,Ambury,8,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
496,21/03/2023,Nataly,3,W,Paraserianthes lophantha,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,0,0,0,N/A,0,1,
515,24/03/2023,Sancta,1,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
568,24/03/2023,Sancta,5,W,Solanum mauritianum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
572,29/03/2023,Sancta,6,W,Solanum mauritianum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
582,29/03/2023,Sancta,7,W,Solanum mauritianum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
726,28/04/2023,Salford,1,W,Ligustrum lucidum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,1,1,1,1,0,N/A,0,1,
930,12/05/2023,Silvana,3,W,Ligustrum lucidum,mānuka,Leptospermum scoparium,LEPsco,Tree,0,17,0,0,0,0,N/A,0,1,
1174,5/11/2024,Seddon,7,N,Native,mānuka,Leptospermum scoparium,LEPsco,Tree,0,2,2,2,2,0,N/A,0,1,
20,11/01/2023,Jensen,1,W,Solanum mauritianum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,9,9,8,1,0,N/A,1,1,
73,7/02/2023,Bacon,2,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,8,6,3,1,0,N/A,1,1,
80,7/02/2023,Bacon,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,2,2,0,N/A,1,1,
87,7/02/2023,Bacon,3,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,5,1,0,0,0,N/A,1,1,
93,7/02/2023,Bacon,3,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,5,1,0,0,0,N/A,1,1,
97,7/02/2023,Bacon,4,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,0,0,0,N/A,1,1,
118,8/02/2023,Yates,1,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,6,1,1,0,0,N/A,1,1,
132,8/02/2023,Yates,1,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,0,0,0,0,N/A,1,1,
146,8/02/2023,Yates,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,15,10,2,0,0,N/A,1,1,
152,8/02/2023,Yates,3,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,1,0,0,N/A,1,1,
161,8/02/2023,Yates,3,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,9,0,0,0,0,N/A,1,1,
210,10/02/2023,Todd,5,W,Solanum mauritianum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,1,1,0,N/A,1,1,
273,13/03/2023,Spence,1,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,4,4,4,0,0,N/A,1,1,
288,15/03/2023,Eirian,1,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,0,0,0,N/A,1,1,
297,15/03/2023,Eirian,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,4,1,0,0,0,N/A,1,1,
310,15/03/2023,Eirian,1,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,8,8,4,0,0,N/A,1,1,
311,15/03/2023,Eirian,2,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,65,64,53,4,0,N/A,1,1,
639,14/04/2023,Cain,1,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,3,0,0,0,0,N/A,1,1,
657,14/04/2023,Cain,2,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,2,2,0,N/A,1,1,
669,14/04/2023,Cain,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,4,4,1,0,0,N/A,1,1,
681,19/04/2023,Burns,1,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,5,3,1,1,0,N/A,1,1,
688,19/04/2023,Burns,1,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,1,0,0,N/A,1,1,
702,19/04/2023,Burns,2,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,5,3,1,1,0,N/A,1,1,
713,19/04/2023,Burns,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,15,2,0,0,0,N/A,1,1,
755,28/04/2023,Salford,3,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,1,1,1,0,N/A,1,1,
772,28/04/2023,Salford,4,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,2,1,0,N/A,1,1,
849,2/05/2023,Salford,8,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,1,0,0,N/A,1,1,
938,12/05/2023,Silvana,3,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,3,3,1,0,0,N/A,1,1,
1023,2/12/2024,Netball,3,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,1,1,0,N/A,1,1,
1035,2/12/2024,Netball,5,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,7,0,0,0,0,N/A,1,1,
1070,14/02/2024,Netball,7,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,3,3,1,0,0,N/A,1,1,
1125,22/08/2024,Seddon,1,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,7,7,7,2,0,N/A,1,1,
1131,22/08/2024,Seddon,1,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,3,3,3,3,0,N/A,1,1,
1144,22/08/2024,Seddon,2,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,5,0,0,0,0,N/A,1,1,
1149,3/09/2024,Seddon,3,W,Paraserianthes lophantha,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,2,2,1,1,0,N/A,1,1,
1152,4/09/2024,Seddon,3,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,1,0,0,N/A,1,1,
1165,26/09/2024,Seddon,5,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,1,1,0,N/A,1,1,
1167,26/09/2024,Seddon,5,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,3,3,3,3,0,N/A,1,1,
1170,26/09/2024,Seddon,6,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,1,1,1,1,0,N/A,1,1,
1173,5/11/2024,Seddon,7,N,Native,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,26,1,1,1,0,N/A,1,1,
1177,5/11/2024,Seddon,7,W,Ligustrum lucidum,Tree Privet,Ligustrum lucidum,LIGluc,Tree,1,34,2,2,2,0,N/A,1,1,
7,6/01/2023,Reid,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,1,1,0,0,0,N/A,1,1,
44,11/01/2023,Jensen,2,W,Paraserianthes lophantha,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,3,3,1,0,0,N/A,1,1,
62,7/02/2023,Bacon,1,W,Solanum mauritianum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,10,5,0,0,0,N/A,1,1,
95,7/02/2023,Bacon,3,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,0,0,0,0,N/A,1,1,
99,7/02/2023,Bacon,4,W,Paraserianthes lophantha,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,30,0,0,0,0,N/A,1,1,
105,7/02/2023,Bacon,4,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,1,1,0,0,0,N/A,1,1,
112,8/02/2023,Yates,1,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,6,2,2,0,0,N/A,1,1,
208,10/02/2023,Todd,5,W,Solanum mauritianum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,8,7,3,1,0,N/A,1,1,
213,10/02/2023,Todd,5,N,Native,Chinese Privet,Ligustrum sinense,LIGluc,Tree,1,18,3,1,0,0,N/A,1,1,
255,3/03/2023,Mick,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,2,0,0,0,N/A,1,1,
274,13/03/2023,Spence,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,1,1,1,0,0,N/A,1,1,
279,15/03/2023,Eirian,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,5,4,0,0,0,N/A,1,1,
295,15/03/2023,Eirian,2,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,12,10,0,0,0,N/A,1,1,
307,15/03/2023,Eirian,1,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,2,2,0,0,N/A,1,1,
312,15/03/2023,Eirian,2,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,11,8,1,0,0,N/A,1,1,
399,20/03/2023,Winter,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,1,0,0,0,0,N/A,1,1,
410,20/03/2023,Winter,2,W,Solanum mauritianum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,3,1,0,0,0,N/A,1,1,
416,20/03/2023,Winter,2,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,2,2,0,0,N/A,1,1,
658,14/04/2023,Cain,2,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,1,1,0,0,N/A,1,1,
674,14/04/2023,Cain,2,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,4,1,0,0,0,N/A,1,1,
691,19/04/2023,Burns,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,1,1,0,0,0,N/A,1,1,
715,19/04/2023,Burns,2,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,0,0,0,0,N/A,1,1,
718,28/04/2023,Salford,1,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,7,6,0,0,0,N/A,1,1,
733,28/04/2023,Salford,1,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,11,4,0,0,0,N/A,1,1,
740,28/04/2023,Salford,2,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,6,6,3,0,0,N/A,1,1,
745,28/04/2023,Salford,2,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,1,0,0,0,N/A,1,1,
751,28/04/2023,Salford,3,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,8,5,2,1,0,N/A,1,1,
761,28/04/2023,Salford,3,N,Native,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,2,1,0,0,0,N/A,1,1,
775,28/04/2023,Salford,4,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,16,7,1,0,0,N/A,1,1,
798,2/05/2023,Salford,5,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,31,0,0,0,0,N/A,1,1,
811,2/05/2023,Salford,6,W,Ligustrum lucidum,Chinese Privet,Ligustrum sinense,LIGsin,Tree,1,3,1,0,0,0,N/A,1,1,
