ID,CreationDate,EndOutcome,y_xy,DistanceSEA,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,y_xy,x,y
454,16/06/2022 2:55,SQ,174.7172798 -36.81757881,0,,,,,4-NoSignOfFlowering,1,1,Juvenile,4-NoSignOfFlowering,0.3,1,Adult,,,,4-NoSignOfFlowering,1,2,Juvenile,,,,,,,,,4-NoSignOfFlowering,1,5,Adult,,,,,4-NoSignOfFlowering,3,0.5,Adult,,,,,,,,,,,,174.7172798 -36.81757881,174.7172798,-36.81757881
455,16/06/2022 2:59,S,174.7123149 -36.8218884,0,5-Pods or Fruit forming,3.5,2,Adult,,,,,,,,,6-Pods bursting or fruit mature,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7123149 -36.8218884,174.7123149,-36.8218884
456,16/06/2022 3:08,S,174.7173772 -36.81766015,0,4-NoSignOfFlowering,1,0.5,Juvenile,1-Too soon to tell,0.3,0.5,Adult,,,,,,,,1-Too soon to tell,0.1,0.5,Seedling,,,,,,,,,,,,,,,,,1-Too soon to tell,0.3,1,Adult,,,,,,,,,,,,174.7173772 -36.81766015,174.7173772,-36.81766015
457,16/06/2022 4:00,S,174.7177881 -36.81245478,232.54,4-NoSignOfFlowering,2,0.2,Juvenile,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.5,Seedling,,,,,6-Pods bursting or fruit mature,4,0.5,Adult,4-NoSignOfFlowering,2.5,1,Adult,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,,,,174.7177881 -36.81245478,174.7177881,-36.81245478
458,16/06/2022 4:10,SQ,174.7175093 -36.81271064,268.25,,,,,,,,,,,,,6-Pods bursting or fruit mature,0.5,1,4-NoSignOfFlowering,0.3,0.2,Seedling,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,4-NoSignOfFlowering,5,5,Adult,,,,6-Pods bursting or fruit mature,1.5,1,Adult,,,,,174.7175093 -36.81271064,174.7175093,-36.81271064
459,16/06/2022 4:17,S,174.7173481 -36.81283025,266.85,6-Pods bursting or fruit mature,3,5,Adult,,,,,,,,,4-NoSignOfFlowering,0.3,0.2,4-NoSignOfFlowering,0.3,0.2,Seedling,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,174.7173481 -36.81283025,174.7173481,-36.81283025
460,16/06/2022 22:17,SQ,174.7227516 -36.80853897,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7227516 -36.80853897,174.7227516,-36.80853897
461,16/06/2022 23:40,SQ,174.7220885 -36.80857266,93.11,,,,,4-NoSignOfFlowering,0.4,0.5,Juvenile,,,,,,,,3-Flowers visible,2,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7220885 -36.80857266,174.7220885,-36.80857266
462,16/06/2022 23:45,V,174.7213601 -36.80883202,60.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7213601 -36.80883202,174.7213601,-36.80883202
463,17/06/2022 1:55,SQ,174.7214269 -36.80994906,105.17,4-NoSignOfFlowering,1.5,4,Adult,3-Flowers visible,1.5,2,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,6-Pods bursting or fruit mature,2,3,Adult,,,,,,,,,,,,174.7214269 -36.80994906,174.7214269,-36.80994906
464,17/06/2022 2:12,S,174.7212737 -36.80982867,84.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212737 -36.80982867,174.7212737,-36.80982867
465,17/06/2022 2:26,S,174.7212737 -36.80982867,84.45,1-Too soon to tell,1,1,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212737 -36.80982867,174.7212737,-36.80982867
466,17/06/2022 2:46,S,174.7214061 -36.80969343,82.68,6-Pods bursting or fruit mature,2,5,Adult,3-Flowers visible,1.5,3,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,6,Adult,,,,,6-Pods bursting or fruit mature,2,6,Adult,,,,,,,,4-NoSignOfFlowering,3,6,Adult,174.7214061 -36.80969343,174.7214061,-36.80969343
467,17/06/2022 3:05,S,174.7215602 -36.80954257,32.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7215602 -36.80954257,174.7215602,-36.80954257
468,17/06/2022 3:47,SQ,174.7212418 -36.8093498,95.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7212418 -36.8093498,174.7212418,-36.8093498
469,17/06/2022 22:16,SQ,174.7121155 -36.8129289,0,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,30,Adult,,,,,4-NoSignOfFlowering,0.3,5,Adult,,,,,,,,,,,,174.7121155 -36.8129289,174.7121155,-36.8129289
470,17/06/2022 22:47,SQ,174.7178949 -36.81057921,30.53,,,,,6-Pods bursting or fruit mature,,100,Adult,,,,,,,,5-Pods or Fruit forming,3,2,Adult,,,,,,,,,4-NoSignOfFlowering,10,100,Adult,,,,,4-NoSignOfFlowering,1,,,,,,,10,10,Adult,,,,,174.7178949 -36.81057921,174.7178949,-36.81057921
471,17/06/2022 23:25,SQ,174.717293 -36.80927125,0,,,,,5-Pods or Fruit forming,2,10,Adult,4-NoSignOfFlowering,2,1,Adult,,,,3-Flowers visible,4,2,Adult,,,,,,,,,3-Flowers visible,4,6,Adult,,,,,,,,,,,,,,,,,,,,174.717293 -36.80927125,174.717293,-36.80927125
472,17/06/2022 23:45,SQ,174.7153087 -36.81394663,55.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.7153087 -36.81394663,174.7153087,-36.81394663
473,17/06/2022 23:53,S,174.7153087 -36.81394663,55.03,,,,,4-NoSignOfFlowering,0.5,0.5,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7153087 -36.81394663,174.7153087,-36.81394663
474,18/06/2022 0:44,SQ,174.7128225 -36.81438178,0,,,,,6-Pods bursting or fruit mature,1,3,Adult,1-Too soon to tell,0.3,5,Juvenile,,,,4-NoSignOfFlowering,0.2,0.5,Seedling,,,,,,,,,4-NoSignOfFlowering,5,30,Adult,,,,,4-NoSignOfFlowering,0.2,3,Adult,,,,,,,,,,,,174.7128225 -36.81438178,174.7128225,-36.81438178
475,18/06/2022 1:54,SQ,174.7121077 -36.82056297,56.27,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.1,,,,,,,,,,,,,3-Flowers visible,2,2,Adult,,,,,,,,,,,,,,,,,,,,174.7121077 -36.82056297,174.7121077,-36.82056297
476,18/06/2022 3:05,SQ,174.7099305 -36.8202119,85.79,,,,,3-Flowers visible,2,5,Adult,4-NoSignOfFlowering,2,20,Adult,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,3-Flowers visible,4,20,Adult,,,,,4-NoSignOfFlowering,2,5,Adult,,,,5-Pods or Fruit forming,2,3,Adult,,,,,174.7099305 -36.8202119,174.7099305,-36.8202119
477,19/06/2022 22:22,SQ,174.7129023 -36.82179763,33.61,,,,,,,,,4-NoSignOfFlowering,0.25,0.25,Adult,4-NoSignOfFlowering,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7129023 -36.82179763,174.7129023,-36.82179763
478,19/06/2022 22:51,SQ,174.7137448 -36.8214323,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7137448 -36.8214323,174.7137448,-36.8214323
479,19/06/2022 23:39,SQ,174.7140419 -36.82144735,0,1-Too soon to tell,0.5,0.25,Seedling,5-Pods or Fruit forming,1,4,Adult,4-NoSignOfFlowering,3,10,Adult,4-NoSignOfFlowering,0.5,0.25,3-Flowers visible,2,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7140419 -36.82144735,174.7140419,-36.82144735
480,20/06/2022 0:06,SQ,174.7135386 -36.82147744,0,4-NoSignOfFlowering,0.25,0.25,Seedling,4-NoSignOfFlowering,0.5,0.5,Juvenile,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7135386 -36.82147744,174.7135386,-36.82147744
481,20/06/2022 1:08,SQ,174.7151114 -36.82142635,0,,,,,6-Pods bursting or fruit mature,2,6,Adult,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7151114 -36.82142635,174.7151114,-36.82142635
482,20/06/2022 1:46,V,174.7157317 -36.82188824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7157317 -36.82188824,174.7157317,-36.82188824
483,20/06/2022 2:52,SQ,174.7154679 -36.82138235,0,,,,,6-Pods bursting or fruit mature,2,4,Adult,5-Pods or Fruit forming,3,4,Adult,,,,5-Pods or Fruit forming,1.5,1,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.7154679 -36.82138235,174.7154679,-36.82138235
484,20/06/2022 3:22,SQ,174.7157038 -36.82157945,0,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,4-NoSignOfFlowering,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,3,Adult,,,,,,,,,,,,174.7157038 -36.82157945,174.7157038,-36.82157945
485,22/06/2022 1:09,S,174.7121918 -36.81219813,29.59,6-Pods bursting or fruit mature,3,10,Adult,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,2-Buds forming,4,8,Adult,,,,,6-Pods bursting or fruit mature,3,20,Adult,,,,,,,,,,,,174.7121918 -36.81219813,174.7121918,-36.81219813
486,23/06/2022 1:56,SQ,174.7226301 -36.80346117,23.36,4-NoSignOfFlowering,1,1,Adult,,,,,4-NoSignOfFlowering,1,2,Adult,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,4-NoSignOfFlowering,5,15,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,174.7226301 -36.80346117,174.7226301,-36.80346117
487,27/06/2022 22:32,S,174.7207363 -36.81458291,0,4-NoSignOfFlowering,1,3,Juvenile,5-Pods or Fruit forming,3,4,Adult,,,,,4-NoSignOfFlowering,0.5,2,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,1-Too soon to tell,2,2,Adult,,,,,1-Too soon to tell,0.3,0.3,Juvenile,,,,,,,,,,,,174.7207363 -36.81458291,174.7207363,-36.81458291
488,16/11/2022 21:37,S,174.737785 -36.81195761,66.42,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.5,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.8,10,Adult,,,,,,,,,2,20,Adult,174.737785 -36.81195761,174.737785,-36.81195761
489,16/11/2022 22:02,SQ,174.7373071 -36.81158537,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373071 -36.81158537,174.7373071,-36.81158537
490,16/11/2022 22:15,SQ,174.7373291 -36.81135516,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373291 -36.81135516,174.7373291,-36.81135516
491,16/11/2022 23:09,SQ,174.7378855 -36.81128224,30.26,,,,,,,,,4-NoSignOfFlowering,1.8,0.5,Adult,4-NoSignOfFlowering,1,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,6,12,Adult,,,,,,,,,,,,174.7378855 -36.81128224,174.7378855,-36.81128224
492,16/11/2022 23:24,DP,174.737745 -36.81166667,38.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737745 -36.81166667,174.737745,-36.81166667
493,16/11/2022 23:59,S,174.7379295 -36.81167497,13.98,,,,,,,,,,,,,4-NoSignOfFlowering,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,,0.5,,,,,,,,,174.7379295 -36.81167497,174.7379295,-36.81167497
494,21/11/2022 21:07,S,174.7264085 -36.81019645,11.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,5,Adult,,,,,,,,,,,,,,,,174.7264085 -36.81019645,174.7264085,-36.81019645
495,21/11/2022 21:56,SQ,174.7370392 -36.81111179,99.38,4-NoSignOfFlowering,4,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7370392 -36.81111179,174.7370392,-36.81111179
496,21/11/2022 22:14,SQ,174.7371224 -36.81134074,99.11,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,4-NoSignOfFlowering,0.5,1,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.25,Adult,,,,,,,,,,,,174.7371224 -36.81134074,174.7371224,-36.81134074
497,21/11/2022 22:54,SQ,174.7369361 -36.81242,41.31,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,3,2,Adult,5-Pods or Fruit forming,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369361 -36.81242,174.7369361,-36.81242
498,21/11/2022 22:59,DP,174.7368038 -36.81256236,20.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7368038 -36.81256236,174.7368038,-36.81256236
499,21/11/2022 23:49,SQ,174.736414 -36.8125267,15.56,4-NoSignOfFlowering,4,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,4,Adult,,,,,,,,,,,,,,,,,,,,174.736414 -36.8125267,174.736414,-36.8125267
500,22/11/2022 0:49,S,174.7367192 -36.81227776,55.84,4-NoSignOfFlowering,0.25,0.25,Juvenile,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,,,,,,,,,,,,,,,,,,,,174.7367192 -36.81227776,174.7367192,-36.81227776
501,22/11/2022 1:08,SQ,174.7366025 -36.81226078,56.73,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,3-Flowers visible,5,15,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,174.7366025 -36.81226078,174.7366025,-36.81226078
502,22/11/2022 1:34,SQ,174.7366417 -36.81198485,70.89,4-NoSignOfFlowering,2,1,Adult,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,0-Don't know,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,1,,174.7366417 -36.81198485,174.7366417,-36.81198485
503,22/11/2022 2:01,S,174.7361524 -36.81190635,30.69,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,0.25,0.1,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,,,,4-NoSignOfFlowering,3,20,Adult,174.7361524 -36.81190635,174.7361524,-36.81190635
504,22/11/2022 2:25,SQ,174.7361739 -36.81165389,61.53,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Buds forming,2,2,Adult,,,,,,,,3-Flowers visible,3,1,Adult,174.7361739 -36.81165389,174.7361739,-36.81165389
505,22/11/2022 23:15,SQ,174.7366448 -36.81160888,98.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366448 -36.81160888,174.7366448,-36.81160888
506,22/11/2022 23:20,V,174.7367209 -36.81132411,105.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367209 -36.81132411,174.7367209,-36.81132411
507,22/11/2022 23:27,S,174.7367209 -36.81132411,105.61,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,4-NoSignOfFlowering,0.2,0.1,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.7367209 -36.81132411,174.7367209,-36.81132411
508,23/11/2022 0:36,S,174.7365616 -36.81098175,120.57,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,174.7365616 -36.81098175,174.7365616,-36.81098175
509,23/11/2022 1:03,SQ,174.7367819 -36.81133055,105.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,174.7367819 -36.81133055,174.7367819,-36.81133055
510,23/11/2022 1:42,S,174.7349571 -36.81052338,83.73,4-NoSignOfFlowering,2,1,Adult,4-NoSignOfFlowering,0.5,0.3,Juvenile,,,,,4-NoSignOfFlowering,1,0.5,,,,,,,,,,,,,3-Flowers visible,4,12,Adult,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,,,,,,,,174.7349571 -36.81052338,174.7349571,-36.81052338
511,23/11/2022 2:05,SQ,174.7349284 -36.81120931,11.01,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349284 -36.81120931,174.7349284,-36.81120931
512,27/11/2022 21:28,SQ,174.7377875 -36.81098041,39,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,2,2,Adult,,,,,174.7377875 -36.81098041,174.7377875,-36.81098041
513,27/11/2022 22:11,SQ,174.7381605 -36.81198615,0,1-Too soon to tell,3,2,Adult,,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,,Adult,,,,,,,,,,,,,,,,,,,,174.7381605 -36.81198615,174.7381605,-36.81198615
514,27/11/2022 23:07,SQ,174.7385724 -36.81309554,35.78,,,,,1-Too soon to tell,1.5,4.5,Adult,4-NoSignOfFlowering,0.5,2,Adult,1-Too soon to tell,0.5,1,,,,,,,,,,,,,3-Flowers visible,2,10,Adult,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,3-Flowers visible,2,12,Adult,174.7385724 -36.81309554,174.7385724,-36.81309554
515,28/11/2022 0:02,SQ,174.7387397 -36.81248705,0,4-NoSignOfFlowering,0.5,0.5,Seedling,4-NoSignOfFlowering,,2,Seedling,1-Too soon to tell,1.5,10,Adult,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7387397 -36.81248705,174.7387397,-36.81248705
516,28/11/2022 1:14,SQ,174.7391467 -36.81301423,0,,,,,4-NoSignOfFlowering,1,2,Adult,4-NoSignOfFlowering,0.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7391467 -36.81301423,174.7391467,-36.81301423
517,28/11/2022 1:53,SQ,174.7394369 -36.81334217,0,4-NoSignOfFlowering,2,1,Adult,,,,,5-Pods or Fruit forming,1,0.5,Adult,5-Pods or Fruit forming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7394369 -36.81334217,174.7394369,-36.81334217
518,28/11/2022 2:17,SQ,174.7396343 -36.81305861,0,4-NoSignOfFlowering,1,0.5,Adult,4-NoSignOfFlowering,2,4,Adult,4-NoSignOfFlowering,0.25,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7396343 -36.81305861,174.7396343,-36.81305861
519,28/11/2022 23:04,SQ,174.7351196 -36.81156078,0,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,174.7351196 -36.81156078,174.7351196,-36.81156078
520,29/11/2022 0:17,SQ,174.7350286 -36.81357703,0,4-NoSignOfFlowering,2,0.5,Adult,,,,,6-Pods bursting or fruit mature,2,5,Adult,,,,3-Flowers visible,4,5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7350286 -36.81357703,174.7350286,-36.81357703
521,29/11/2022 1:13,SQ,174.7353573 -36.81374383,0,,,,,,,,,4-NoSignOfFlowering,1,5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7353573 -36.81374383,174.7353573,-36.81374383
522,29/11/2022 22:04,S,174.7259431 -36.81100803,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,50,Adult,,,,,,,,,,,,3-Flowers visible,3,50,Adult,174.7259431 -36.81100803,174.7259431,-36.81100803
523,30/11/2022 22:40,SQ,174.7392078 -36.8138779,0,4-NoSignOfFlowering,4,3,Adult,4-NoSignOfFlowering,1.4,5,Adult,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,,,,3-Flowers visible,1.6,1,Adult,174.7392078 -36.8138779,174.7392078,-36.8138779
524,1/12/2022 0:08,SQ,174.7390049 -36.81418598,0,4-NoSignOfFlowering,0.3,0.2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7390049 -36.81418598,174.7390049,-36.81418598
525,1/12/2022 1:34,SQ,174.7385825 -36.81440823,0,4-NoSignOfFlowering,3,6,Adult,4-NoSignOfFlowering,2,12,Adult,5-Pods or Fruit forming,2,14,Adult,,,,5-Pods or Fruit forming,4,8,Adult,,,,,,,,,3-Flowers visible,5,16,Adult,,,,,4-NoSignOfFlowering,0.3,0.5,Adult,,,,,,,,3-Flowers visible,3,10,Adult,174.7385825 -36.81440823,174.7385825,-36.81440823
526,1/12/2022 1:59,S,174.7383725 -36.81448991,0,,,,,,,,,4-NoSignOfFlowering,3,1,Adult,,,,,,,,,,,,,,,,3-Flowers visible,5,20,Adult,,,,,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,3-Flowers visible,1.5,6,Adult,174.7383725 -36.81448991,174.7383725,-36.81448991
527,1/12/2022 2:25,SQ,174.7381545 -36.8144845,0,4-NoSignOfFlowering,1,0.4,Adult,4-NoSignOfFlowering,0.8,2,Adult,5-Pods or Fruit forming,2,10,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2.5,4,Adult,174.7381545 -36.8144845,174.7381545,-36.8144845
528,1/12/2022 23:00,SQ,174.7352628 -36.8115018,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.7352628 -36.8115018,174.7352628,-36.8115018
529,1/12/2022 23:16,SQ,174.7356326 -36.81145989,18.88,,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7356326 -36.81145989,174.7356326,-36.81145989
530,1/12/2022 23:38,SQ,174.7357257 -36.81117151,56.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7357257 -36.81117151,174.7357257,-36.81117151
531,2/12/2022 0:59,SQ,174.7338739 -36.81237926,0,4-NoSignOfFlowering,0.25,0.5,Seedling,4-NoSignOfFlowering,1.5,2,Adult,5-Pods or Fruit forming,1.5,10,Adult,,,,5-Pods or Fruit forming,2,3,Adult,,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,174.7338739 -36.81237926,174.7338739,-36.81237926
532,2/12/2022 1:03,SQ,174.7338739 -36.81237926,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338739 -36.81237926,174.7338739,-36.81237926
533,2/12/2022 4:14,SQ,174.7338487 -36.81267858,0,4-NoSignOfFlowering,6,4,Juvenile,4-NoSignOfFlowering,1,15,Adult,5-Pods or Fruit forming,1.5,5,Adult,,,,5-Pods or Fruit forming,3,4,Adult,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,,,,,3-Flowers visible,1,2,Adult,174.7338487 -36.81267858,174.7338487,-36.81267858
534,4/12/2022 22:08,SQ,174.737844 -36.81263998,50.92,3-Flowers visible,6,12,Adult,,,,,4-NoSignOfFlowering,0.1,0.01,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.6,4,Adult,,,,,,,,,,,,174.737844 -36.81263998,174.737844,-36.81263998
535,4/12/2022 23:30,SQ,174.7385089 -36.81395805,61.92,3-Flowers visible,2,2,Adult,4-NoSignOfFlowering,0.5,2,Juvenile,5-Pods or Fruit forming,1.5,16,Adult,,,,5-Pods or Fruit forming,4,10,Adult,,,,,,,,,3-Flowers visible,0.5,5,Adult,,,,,4-NoSignOfFlowering,1.5,1,Adult,,,,,,,,3-Flowers visible,1.5,3,Adult,174.7385089 -36.81395805,174.7385089,-36.81395805
536,5/12/2022 1:06,SQ,174.7374175 -36.81275749,15.83,4-NoSignOfFlowering,1,0.25,Adult,,,,,5-Pods or Fruit forming,2,1,Adult,,,,,,,,,,,,,,,,3-Flowers visible,2,20,Adult,,,,,4-NoSignOfFlowering,2,8,Adult,,,,,,,,,,,,174.7374175 -36.81275749,174.7374175,-36.81275749
537,5/12/2022 1:52,SQ,174.7378977 -36.81200854,62.39,1-Too soon to tell,0.25,0.25,Seedling,1-Too soon to tell,0.25,0.25,Juvenile,5-Pods or Fruit forming,1,0.5,Adult,,,,1-Too soon to tell,0.25,0.25,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,10,Adult,,,,,,,,,,,,174.7378977 -36.81200854,174.7378977,-36.81200854
