CreationDate,EndOutcome,Flowers_Seeds_PodsMothPlant,HeightMetresMothPlant,Area_m2MothPlant,OldestGrowthStageMothPlant,Flowers_Seeds_PodsGinger,Height_metresGinger,Area_m2Ginger,OldestGrowthStageGinger,Flowers_Seeds_PodsClimbingAsparagus,HeightMetresClimbingAsparagus,Area_m2ClimbingAsparagus,OldestGrowthStageClimbingAsparagus,Flowers_Seeds_PodsBushyAsparagus,HeightMetresBushyAsparagus,Area_m2BushyAsparagus,Flowers_Seeds_PodsWoolly,HeightMetresWoolly,Area_m2Woolly,OldestGrowthStageWoolly,Flowers_Seeds_PodsRhamnus,HeightMetresRhamnus,Area_m2Rhamnus,OldestGrowthStageRhamnus,Flowers_Seeds_PodsCoastalBanksia,HeightMetresCoastalBanksia,Area_m2CoastalBanksia,OldestGrowthStageCoastalBanksia,Flowers_Seeds_PodsJasmine,HeightMetresJasmine,Area_m2Jasmine,OldestGrowthStageJasmine,Flowers_Seeds_PodsBlueMorningGlory,HeightMetresBlueMorningGlory,Area_m2BlueMorningGlory,OldestGrowthStageBlueMorningGlory,Flowers_Seeds_PodsEnglishIvy,HeightMetresEnglishIvy,Area_m2EnglishIvy,OldestGrowthStageEnglishIvy,Flowers_Seeds_PodsPeriwinkle,HeightMetresPeriwinkle,Area_m2Periwinkle,Flowers_Seeds_PodsMadeiraVine,HeightMetresMadeiraVine,Area_m2MadeiraVine,OldestGrowthStageMadeiraVine,Flowers_Seeds_PodsHoneysuckle,HeightMetresHoneysuckle,Area_m2Honeysuckle,OldestGrowthStageHoneysuckle,x,y
18/06/2022 1:54,SQ,,,,,,,,,,,,,4-NoSignOfFlowering,0.2,0.1,,,,,,,,,,,,,3-Flowers visible,2,2,Adult,,,,,,,,,,,,,,,,,,,,174.7121077,-36.82056297
18/06/2022 3:05,SQ,,,,,3-Flowers visible,2,5,Adult,4-NoSignOfFlowering,2,20,Adult,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,3-Flowers visible,4,20,Adult,,,,,4-NoSignOfFlowering,2,5,Adult,,,,5-Pods or Fruit forming,2,3,Adult,,,,,174.7099305,-36.8202119
18/06/2022 3:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7101311,-36.81958891
19/06/2022 22:22,SQ,,,,,,,,,4-NoSignOfFlowering,0.25,0.25,Adult,4-NoSignOfFlowering,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7129023,-36.82179763
19/06/2022 22:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7128503,-36.82164638
19/06/2022 22:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7135386,-36.82147744
19/06/2022 22:51,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7137448,-36.8214323
19/06/2022 23:39,SQ,1-Too soon to tell,0.5,0.25,Seedling,5-Pods or Fruit forming,1,4,Adult,4-NoSignOfFlowering,3,10,Adult,4-NoSignOfFlowering,0.5,0.25,3-Flowers visible,2,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7140419,-36.82144735
20/06/2022 0:06,SQ,4-NoSignOfFlowering,0.25,0.25,Seedling,4-NoSignOfFlowering,0.5,0.5,Juvenile,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7135386,-36.82147744
20/06/2022 0:17,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7145884,-36.82184541
20/06/2022 0:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7146772,-36.82157484
20/06/2022 0:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7148713,-36.82177986
20/06/2022 0:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7151282,-36.82171146
20/06/2022 1:08,SQ,,,,,6-Pods bursting or fruit mature,2,6,Adult,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7151114,-36.82142635
20/06/2022 1:35,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7147344,-36.82211145
20/06/2022 1:46,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7157317,-36.82188824
20/06/2022 1:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7157228,-36.82227452
20/06/2022 2:52,SQ,,,,,6-Pods bursting or fruit mature,2,4,Adult,5-Pods or Fruit forming,3,4,Adult,,,,5-Pods or Fruit forming,1.5,1,Adult,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,,,,,,,,174.7154679,-36.82138235
20/06/2022 3:22,SQ,,,,,4-NoSignOfFlowering,1,0.5,Juvenile,4-NoSignOfFlowering,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,3,Adult,,,,,,,,,,,,174.7157038,-36.82157945
22/06/2022 0:15,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7121918,-36.81219813
22/06/2022 1:09,S,6-Pods bursting or fruit mature,3,10,Adult,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,2-Buds forming,4,8,Adult,,,,,6-Pods bursting or fruit mature,3,20,Adult,,,,,,,,,,,,174.7121918,-36.81219813
23/06/2022 1:56,SQ,4-NoSignOfFlowering,1,1,Adult,,,,,4-NoSignOfFlowering,1,2,Adult,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,4-NoSignOfFlowering,2,4,Adult,,,,,4-NoSignOfFlowering,5,15,Adult,,,,,,,,4-NoSignOfFlowering,2,1,Adult,174.7226301,-36.80346117
27/06/2022 22:32,S,4-NoSignOfFlowering,1,3,Juvenile,5-Pods or Fruit forming,3,4,Adult,,,,,4-NoSignOfFlowering,0.5,2,4-NoSignOfFlowering,1.5,2,Adult,,,,,,,,,1-Too soon to tell,2,2,Adult,,,,,1-Too soon to tell,0.3,0.3,Juvenile,,,,,,,,,,,,174.7207363,-36.81458291
26/10/2022 1:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7404573,-36.82133315
16/11/2022 21:37,S,,,,,,,,,,,,,4-NoSignOfFlowering,1,0.5,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.8,10,Adult,,,,,,,,,2,20,Adult,174.737785,-36.81195761
16/11/2022 21:43,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373071,-36.81189965
16/11/2022 21:46,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373186,-36.81176432
16/11/2022 22:02,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373071,-36.81158537
16/11/2022 22:05,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373172,-36.81151861
16/11/2022 22:15,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7373291,-36.81135516
16/11/2022 22:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7374022,-36.81114109
16/11/2022 22:34,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7377875,-36.81098041
16/11/2022 22:39,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7378114,-36.8113749
16/11/2022 23:09,SQ,,,,,,,,,4-NoSignOfFlowering,1.8,0.5,Adult,4-NoSignOfFlowering,1,2,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,6,12,Adult,,,,,,,,,,,,174.7378855,-36.81128224
16/11/2022 23:24,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737745,-36.81166667
16/11/2022 23:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7380232,-36.81128823
16/11/2022 23:59,S,,,,,,,,,,,,,4-NoSignOfFlowering,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.4,0.5,,,,,,,,,174.7379295,-36.81167497
21/11/2022 21:07,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1.5,5,Adult,,,,,,,,,,,,,,,,174.7264085,-36.81019645
21/11/2022 21:43,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7370811,-36.81092668
21/11/2022 21:56,SQ,4-NoSignOfFlowering,4,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7370392,-36.81111179
21/11/2022 22:14,SQ,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,4-NoSignOfFlowering,0.5,1,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.1,0.25,Adult,,,,,,,,,,,,174.7371224,-36.81134074
21/11/2022 22:18,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737155,-36.81204591
21/11/2022 22:21,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369852,-36.81203745
21/11/2022 22:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369807,-36.8122361
21/11/2022 22:54,SQ,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,3,2,Adult,5-Pods or Fruit forming,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7369361,-36.81242
21/11/2022 22:59,DP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7368038,-36.81256236
21/11/2022 23:00,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737171,-36.81264438
21/11/2022 23:04,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.737128,-36.8128051
21/11/2022 23:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.736922,-36.81283255
21/11/2022 23:08,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366585,-36.81308263
21/11/2022 23:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7363331,-36.81279563
21/11/2022 23:49,SQ,4-NoSignOfFlowering,4,4,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,4,Adult,,,,,,,,,,,,,,,,,,,,174.736414,-36.8125267
22/11/2022 0:49,S,4-NoSignOfFlowering,0.25,0.25,Juvenile,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,3-Flowers visible,3,2,Adult,,,,,,,,,,,,,,,,,,,,174.7367192,-36.81227776
22/11/2022 1:08,SQ,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,,,,,,,,,,,,,3-Flowers visible,5,15,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,174.7366025,-36.81226078
22/11/2022 1:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366134,-36.8121084
22/11/2022 1:34,SQ,4-NoSignOfFlowering,2,1,Adult,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,0-Don't know,,,,,,,,,,,,,,,,,,,3-Flowers visible,3,1,,174.7366417,-36.81198485
22/11/2022 1:36,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366405,-36.81188138
22/11/2022 2:01,S,4-NoSignOfFlowering,3,2,Adult,,,,,4-NoSignOfFlowering,0.25,0.1,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,,,,4-NoSignOfFlowering,3,20,Adult,174.7361524,-36.81190635
22/11/2022 2:05,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.736137,-36.81178792
22/11/2022 2:25,SQ,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2-Buds forming,2,2,Adult,,,,,,,,3-Flowers visible,3,1,Adult,174.7361739,-36.81165389
22/11/2022 22:45,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.736038,-36.8115927
22/11/2022 22:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366563,-36.81166785
22/11/2022 23:15,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366448,-36.81160888
22/11/2022 23:18,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366712,-36.81150763
22/11/2022 23:20,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367209,-36.81132411
22/11/2022 23:27,S,,,,,,,,,4-NoSignOfFlowering,0.1,0.1,Seedling,,,,4-NoSignOfFlowering,0.2,0.1,Juvenile,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.7367209,-36.81132411
22/11/2022 23:32,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7365049,-36.8112635
22/11/2022 23:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7366931,-36.81118027
23/11/2022 0:36,S,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,,,,,,,,,,,,,,,,,,,,174.7365616,-36.81098175
23/11/2022 0:39,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7367057,-36.81100262
23/11/2022 1:03,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,174.7367819,-36.81133055
23/11/2022 1:42,S,4-NoSignOfFlowering,2,1,Adult,4-NoSignOfFlowering,0.5,0.3,Juvenile,,,,,4-NoSignOfFlowering,1,0.5,,,,,,,,,,,,,3-Flowers visible,4,12,Adult,,,,,4-NoSignOfFlowering,3,5,Adult,,,,,,,,,,,,174.7349571,-36.81052338
23/11/2022 1:44,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349102,-36.81066403
23/11/2022 1:45,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349725,-36.81080778
23/11/2022 1:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349258,-36.81096268
23/11/2022 1:48,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349257,-36.81109075
23/11/2022 2:05,SQ,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.25,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7349284,-36.81120931
27/11/2022 21:28,SQ,1-Too soon to tell,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,2,2,Adult,,,,,174.7377875,-36.81098041
27/11/2022 21:38,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7380232,-36.81128823
27/11/2022 21:46,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7381026,-36.81182832
27/11/2022 22:11,SQ,1-Too soon to tell,3,2,Adult,,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,1-Too soon to tell,1,,Adult,,,,,,,,,,,,,,,,,,,,174.7381605,-36.81198615
27/11/2022 22:18,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7376133,-36.81172038
27/11/2022 22:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7383547,-36.8122568
27/11/2022 22:22,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7383286,-36.81242184
27/11/2022 22:24,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7384001,-36.81259145
27/11/2022 22:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7387905,-36.81266395
27/11/2022 22:32,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7385072,-36.81291834
27/11/2022 22:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738851,-36.8128598
27/11/2022 23:07,SQ,,,,,1-Too soon to tell,1.5,4.5,Adult,4-NoSignOfFlowering,0.5,2,Adult,1-Too soon to tell,0.5,1,,,,,,,,,,,,,3-Flowers visible,2,10,Adult,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,3-Flowers visible,2,12,Adult,174.7385724,-36.81309554
28/11/2022 0:02,SQ,4-NoSignOfFlowering,0.5,0.5,Seedling,4-NoSignOfFlowering,,2,Seedling,1-Too soon to tell,1.5,10,Adult,,,,4-NoSignOfFlowering,2,3,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7387397,-36.81248705
28/11/2022 0:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7382112,-36.81212868
28/11/2022 1:14,SQ,,,,,4-NoSignOfFlowering,1,2,Adult,4-NoSignOfFlowering,0.5,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7391467,-36.81301423
28/11/2022 1:19,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7392174,-36.81310635
28/11/2022 1:23,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7388906,-36.81323153
28/11/2022 1:25,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7396343,-36.81305861
28/11/2022 1:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7382764,-36.81259844
28/11/2022 1:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7386811,-36.81334565
28/11/2022 1:53,SQ,4-NoSignOfFlowering,2,1,Adult,,,,,5-Pods or Fruit forming,1,0.5,Adult,5-Pods or Fruit forming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7394369,-36.81334217
28/11/2022 2:17,SQ,4-NoSignOfFlowering,1,0.5,Adult,4-NoSignOfFlowering,2,4,Adult,4-NoSignOfFlowering,0.25,0.5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7396343,-36.81305861
28/11/2022 22:42,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7350798,-36.81039832
28/11/2022 23:04,SQ,,,,,,,,,4-NoSignOfFlowering,1,0.5,Adult,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,0.5,Adult,,,,,,,,,,,,,,,,174.7351196,-36.81156078
29/11/2022 0:17,SQ,4-NoSignOfFlowering,2,0.5,Adult,,,,,6-Pods bursting or fruit mature,2,5,Adult,,,,3-Flowers visible,4,5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7350286,-36.81357703
29/11/2022 1:13,SQ,,,,,,,,,4-NoSignOfFlowering,1,5,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7353573,-36.81374383
29/11/2022 22:04,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,4,50,Adult,,,,,,,,,,,,3-Flowers visible,3,50,Adult,174.7259431,-36.81100803
30/11/2022 21:22,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7393214,-36.81352993
30/11/2022 21:30,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7393433,-36.81358739
30/11/2022 21:33,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7387909,-36.81368286
30/11/2022 22:40,SQ,4-NoSignOfFlowering,4,3,Adult,4-NoSignOfFlowering,1.4,5,Adult,4-NoSignOfFlowering,1,1,Adult,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,3,10,Adult,,,,,,,,3-Flowers visible,1.6,1,Adult,174.7392078,-36.8138779
30/11/2022 23:09,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738824,-36.81389986
30/11/2022 23:11,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.738733,-36.81404533
1/12/2022 0:08,SQ,4-NoSignOfFlowering,0.3,0.2,Juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7390049,-36.81418598
1/12/2022 0:51,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7386173,-36.81426351
1/12/2022 1:34,SQ,4-NoSignOfFlowering,3,6,Adult,4-NoSignOfFlowering,2,12,Adult,5-Pods or Fruit forming,2,14,Adult,,,,5-Pods or Fruit forming,4,8,Adult,,,,,,,,,3-Flowers visible,5,16,Adult,,,,,4-NoSignOfFlowering,0.3,0.5,Adult,,,,,,,,3-Flowers visible,3,10,Adult,174.7385825,-36.81440823
1/12/2022 1:59,S,,,,,,,,,4-NoSignOfFlowering,3,1,Adult,,,,,,,,,,,,,,,,3-Flowers visible,5,20,Adult,,,,,4-NoSignOfFlowering,0.3,1,Adult,,,,,,,,3-Flowers visible,1.5,6,Adult,174.7383725,-36.81448991
1/12/2022 2:25,SQ,4-NoSignOfFlowering,1,0.4,Adult,4-NoSignOfFlowering,0.8,2,Adult,5-Pods or Fruit forming,2,10,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Flowers visible,2.5,4,Adult,174.7381545,-36.8144845
1/12/2022 22:26,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352762,-36.81305099
1/12/2022 22:29,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.735595,-36.81244619
1/12/2022 22:34,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7358404,-36.81235847
1/12/2022 22:37,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7357275,-36.81220383
1/12/2022 22:40,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7355104,-36.81197085
1/12/2022 22:44,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7353824,-36.81181009
1/12/2022 22:47,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7354531,-36.81164853
1/12/2022 22:50,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352815,-36.811658
1/12/2022 23:00,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-NoSignOfFlowering,2,5,Adult,,,,,,,,,,,,174.7352628,-36.8115018
1/12/2022 23:16,SQ,,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7356326,-36.81145989
1/12/2022 23:21,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352784,-36.81131116
1/12/2022 23:26,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.735236,-36.81097472
1/12/2022 23:38,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7357257,-36.81117151
2/12/2022 0:06,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352295,-36.81068547
2/12/2022 0:10,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352229,-36.81039623
2/12/2022 0:12,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7353117,-36.81098619
2/12/2022 0:15,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7352229,-36.81039623
2/12/2022 0:59,SQ,4-NoSignOfFlowering,0.25,0.5,Seedling,4-NoSignOfFlowering,1.5,2,Adult,5-Pods or Fruit forming,1.5,10,Adult,,,,5-Pods or Fruit forming,2,3,Adult,,,,,,,,,4-NoSignOfFlowering,1,2,Adult,,,,,,,,,,,,,,,,4-NoSignOfFlowering,0.5,1,Adult,174.7338739,-36.81237926
2/12/2022 1:03,SQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338739,-36.81237926
2/12/2022 1:07,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.7338351,-36.81250336
2/12/2022 4:14,SQ,4-NoSignOfFlowering,6,4,Juvenile,4-NoSignOfFlowering,1,15,Adult,5-Pods or Fruit forming,1.5,5,Adult,,,,5-Pods or Fruit forming,3,4,Adult,,,,,,,,,4-NoSignOfFlowering,2,2,Adult,,,,,,,,,,,,,,,,3-Flowers visible,1,2,Adult,174.7338487,-36.81267858
